,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lyrics,valence_bin,energy_bin,danceability_bin
567,567,3464,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,alternative,"109 ContributorsTranslationsFrançaisCan’t Stop Lyrics[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunkt, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

[Verse 3]
Knocked out, but, boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth as some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant

[Pre-Chorus 1]
White heat is screamin' in the jungle (Oh, oh-oh)
Complete the motion if you stumble (Oh-oh)
Go ask the dust for any answers (Oh-oh)
Come back strong with fifty belly dancers

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to
See Red Hot Chili Peppers LiveGet tickets as low as $40You might also like[Verse 4]
Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature

[Verse 5]
I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation

[Verse 6]
This chapter's gonna be a close one (Oh, oh-oh)
Smoke rings, I know you're gonna blow one (Oh-oh)
All on a spaceship, persevering (Oh-oh)
Use my hands for everything but steering

[Pre-Chorus 2]
Can't stop the spirits when they need you (Oh, oh-oh)
Mop tops are happy when they feed you (Oh-oh)
J. Butterfly is in the treetop (Oh-oh)
Birds that blow the meaning into bebop

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to
[Bridge]
Wait a minute, I'm passin' out, win or lose
Just like you
Far more shockin' than anything I ever knew
How 'bout you?
Ten more reasons why I need somebody new
Just like you
Far more shockin' than anything I ever knew
Right on cue

[Guitar Solo]

[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunct, the pistol that you pay for (Oh, oh-oh)
This punk, the feelin' that you stay for (Oh-oh)
In time I want to be your best friend (Oh-oh)
East side love is living on the West End

[Verse 3]
Knocked out, but boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth is some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant
[Verse 7]
Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering

[Verse 8]
Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades

[Outro]
Can't stop the spirits when they need you
This life is more than just a read-through93Embed",2,2,1
444,444,3198,6w1n5rbFLWKscpvAbYGOru,R.E.M.,80s Bangers Vol. 2,It's The End Of The World As We Know It (And I Feel Fine),0,246933,False,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,4,alternative,"124 ContributorsIt’s the End of the World as We Know It (And I Feel Fine) Lyrics[Verse 1]
That's great
It starts with an earthquake, birds and snakes
An aeroplane
Lenny Bruce is not afraid
Eye of a hurricane, listen to yourself churn
World serves its own needs, don't misserve your own needs
Speed it up a notch, speak, grunt, no, strength
The ladder starts to clatter with fear fight, down, height
Wire in a fire, representing seven games
And a government for hire and a combat site
Left her and wasn't coming in a hurry with the Furies
Breathing down your neck
Team by team, reporters baffled, trumped, tethered, cropped
Look at that low plane, fine, then
Uh-oh, overflow, population, common group
But it'll do, save yourself, serve yourself.
World serves its own needs, listen to your heart bleed
Tell me with the rapture and the reverent in the right, right
You vitriolic, patriotic, slam fight, bright light
Feeling pretty psyched

[Chorus]
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
You might also like[Verse 2]
Six o'clock, TV hour, don't get caught in foreign tower
Slash and burn, return, listen to yourself churn
Lock him in uniform, book burning, blood letting
Every motive escalate, automotive incinerate
Light a candle, light a votive, step down, step down
Watch your heel crush, crushed, uh-oh, this means
No fear, cavalier renegade steer clear
A tournament, a tournament, a tournament of lies
Offer me solutions, offer me alternatives
And I decline

[Chorus]
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine (I feel fine)

[Instrumental Break]

[Chorus]
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine
[Verse 3]
The other night I drifted nice, continental drift divide
Mountains sit in a line, Leonard Bernstein
Leonid Brezhnev, Lenny Bruce and Lester Bangs
Birthday party, cheesecake, jelly bean, boom
You symbiotic, patriotic, slam but neck
Right? Right

[Chorus]
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine

[Bridge]
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine

[Chorus]
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine
[Outro]
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
And I feel fine28Embed",2,2,1
7206,7206,72090,3w8qOAwbHF6zYeYT7pj7DI,SiM,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES",Devil in Your Heart,60,186026,True,0.542,0.94,8,-0.713,1,0.0628,0.000737,0.0,0.133,0.765,120.053,4,metalcore,"8 ContributorsDevil in Your Heart Lyrics[Intro]
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la da da)

[Verse 1]
""Give me, give me, give me this one instead""
You should've left it unsaid
Act like a faker or ankle breaker
Did you really forget a prayer?
Who is the one? Who is the one? Who me?
Who confesses the enemy ""I am a rookie?""
Who eats cookies in a spooky house?

[Pre-Chorus]
This is a message to you Rudy

[Chorus]
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la da da)

[Verse 2]
Take me out from this rabbit hole
I'm not wanted by interpol
Don't you miss The Undertaker?
Did you really forget a prayer?
Do you know where do angels come from?
Do you want to listen to a story of redrum?
Do you want to do ya do ya wanna... am I gloomy?
See SiM LiveGet tickets as low as $40You might also like[Pre-Chorus]
This is a message to you Rudy

[Chorus]
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la da da)

[Verse 3]
Now I know I am going to bleed
I don't know why did I do wrong deeds
I've lost everything, nothing to squeeze
My life is like a floating feather
Life is like a floating feather

[Chorus]
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la)
Is everything really gonna be alright?
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la da da)
[Bridge]
Now I know I am going to bleed
I don't know why did I do wrong deeds
I've lost everything, nothing to squeeze
My life is like a floating feather
Life is like a floating feather

[Outro]
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la) I'm a devil in your heart
(Di da la la, da la la da da)Embed",2,2,1
9729,9729,100731,5kT7m8hChi8Cv3KMGiiC8T,The Interrupters;Tim Timebomb,Say It Out Loud,Phantom City,32,234820,False,0.494,0.941,4,-2.887,0,0.044,0.0781,1.91e-06,0.488,0.705,170.111,4,ska,"5 ContributorsPhantom City LyricsPolice tape out, there's a roadblock
Detective holds the sidewalk chalk
He said, ""No media here, put your cameras down""
The search turned up, no weapons found
The suspect, he was just a child
But he stayed out late and he got profiled
Now this town won't be the same
The whole world knows it by name

Phantom City, Phantom City
We live in a graveyard and there ain't no pity
Phantom City, Phantom City
We live in a graveyard and there ain't no pity

City's gonna blow like dynamite
No justice, no peace tonight
And the people rose up and made their voice heard
No, the city's shut down and their eyes are blurred
From the tear gas comin' in just like fog
And the sound we hear, it's a police dog
Now this town won't be the same
The whole world knows it by name

Phantom City, Phantom City
We live in a graveyard and there ain't no pity
Phantom City, Phantom City
We live in a graveyard and there ain't no pity
See The Interrupters LiveGet tickets as low as $64You might also likeWe're not gonna be alone tonight
You know we're stronger when we all get up and unite
And there's a few of us against a million, you know
And peace and love is the only way to go
The city's gonna blow like dynamite
No justice, no peace tonight
Now this town won't never be the same
The whole world knows it by name

Phantom City, Phantom City
We live in a graveyard and there ain't no pity
Phantom City, Phantom City
We live in a graveyard and there ain't no pityEmbed",2,2,1
2505,2505,19168,6PhPMKGWVQ90yccC4bQ7kx,Tim McGraw,Christmas 2022,Christmas All Over The World,0,166168,False,0.565,0.782,11,-5.098,0,0.0305,0.0341,0.0,0.0782,0.798,126.904,4,country,"4 ContributorsChristmas All Over The World Lyrics[Verse 1]
In the desert they’re hanging Christmas lights
From a cactus Christmas tree
And all the way over the sea
In Tokyo, they’re hanging mistletoe

[Verse 2]
And way down south in Mexico
They’re singing Feliz Navidad
And over in Leningrad
Where the white lights glow
They’re dancing in the snow

[Chorus]
And the bells, the bells
The bells are ringing
The joy, the joy, the joy
They’re bringing
For every boy and girl
It’s Christmas time, all over the world

[Verse 4]
From Romania to Pennsylvania
They’re watching for that sleigh
Over in China Town
Someone saw him flying round
You know they can hardly wait
You might say Joyeux Noël
You might say Buon Natale
It won’t make a difference to me
No matter where you are
It’s gonna warm your heart
See Tim McGraw LiveGet tickets as low as $25You might also like[Chorus]
When the bells, the bells
The bells are ringing
The joy, the joy
The joy they’re bringing
The bells, the bells
The bells are ringing
For every boy and girl

[Outro]
Yeah the bells, the bells
The joy, the joy
For every boy and girl
It’s Christmas time, all over the world
All over the worldEmbed",2,2,1
7717,7717,82549,54sy1DVLpbmEQ4d3kYsjH8,Squeeze,Greatest Hits,Pulling Mussels (From The Shell),24,239600,False,0.594,0.672,0,-12.889,1,0.0402,0.0158,0.000103,0.245,0.944,142.766,4,power-pop,"19 ContributorsPulling Mussels (From the Shell) Lyrics[Verse 1]
They do it down on Camber Sands
They do it at Waikiki
Lazing about the beach all day
At night the crickets creepy
Squinting faces at the sky
A Harold Robbins paperback
Surfers drop their boards and dry
And everybody wants a hat

[Chorus]
But behind the chalet
My holiday's complete
And I feel like William Tell
Maid Marian on her tiptoed feet
Pulling mussels from a shell
Pulling mussels from a shell

[Verse 2]
Shrinking in the sea so cold
Topless ladies look away
A he-man in a sudden shower
Shelters from the rain
You wish you had a motor boat
To pose around the harbour bar
And when the sun goes off to bed
You hook it up behind the car
See Squeeze LiveGet tickets as low as $46You might also like[Chorus]
But behind the chalet
My holiday's complete
And I feel like William Tell
Maid Marian on her tiptoed feet
Pulling mussels from a shell
Pulling mussels from a shell

[Verse 3]
Two fat ladies window shop
Something for the mantelpiece
In for bingo all the nines
A panda for sweet little niece
Coach drivers stand about
Looking at a local map
About the boy, he's gone away
Down to next door's caravan

[Chorus]
But behind the chalet
My holiday's complete
And I feel like William Tell
Maid Marian on her tiptoed feet
Pulling mussels from a shell
Pulling mussels from a shell
But behind the chalet
My holiday's complete
And I feel like William Tell
Maid Marian on her tiptoed feet
Pulling mussels from a shell
Pulling mussels from a shell1Embed",2,2,1
4090,4090,38557,7nSBHckG4tTFkp0xqNZDs5,Jamie xx,Idontknow,Idontknow,50,321502,False,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,4,garage,"10 ContributorsIdontknow LyricsMust be happy
Happy
Must be happy

Must be happy
Happy
Must be happy

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head
See Jamie xx LiveGet tickets as low as $145You might also likeI don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head
I don't know no Jamie
Dance with me
Dancing in your head

I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
I don't know
Why don't you tell you why
Why don't you tell you why
Why don't you tell you why
Why don't you tell you why
Why don't you tell you why
Why don't you
Why don't you

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

I don't know no Jamie
Dance with me
Dancing in your head

Why don't you tell you
Why don't you tell you
Why don't you tell you
Why don't you tell you1Embed",2,2,1
4117,4117,38097,4rr1OPf80f71BYsDv26G3F,Sly Withers,Passing Through,Passing Through,42,236226,False,0.527,0.839,9,-5.465,1,0.0391,0.000169,4.47e-06,0.282,0.719,141.025,4,garage,"2 ContributorsPassing Through Lyrics[Verse 1]
Fell out of place today
I could feel it was coming on hard
And I heard everything you’d say
Sometimes all I need is not that far away

Fell out of place today
I could tell by the rate of my heart
That I’d spent too much time awake
Sometimes all I need is just too hard to take

But I felt like I was suffering
So I chose to walk away
And now everytime you see me I’ll be tryna shift the blame

[Chorus]
No you don’t wanna touch me now
Or speak too loud
Feeling like the only one left in the room
If it gets brighter when the lights go down
A feeling of what we got lеft and what we’ve been through
Break undеr responsibilities
I’d be safe here if you ever would
So i’ll stay quiet on the way out
You know I’m only passing through
You might also like[Verse 2]
I’m gonna burn away
Just a typical day of my life
I’m not here tryna take the bait
Sometimes all I need is time to make mistakes

If it looks like I’ve been struggling
(it looks like I’ve been struggling)
Might be time to walk away
(Might be time to walk away)
And if everytime you see me
I’m still tryna shift the blame
Know I can’t help it
Can’t take enough for granted
If the world was spinning round
I’d think that I was born to land it

[Chorus]
No you don’t wanna touch me now
Or speak too loud
Feeling like the only one left in the room
If it gets brighter when the lights go down
A feeling of what we got left and what we’ve been through
Break under responsibilities
I’d be safe here if you ever would
So i’ll stay quiet on the way out
You know I’m only passing through
[Instrumental Break]

[Bridge]
Now are you passing through or will you stay a while to notice
Someone was trying to reach you
No you don’t wanna touch me now
Or speak too loud
Now are you passing through like printer paper cartridge low today
If it gets brighter when the lights go down
Someone is trying to reach you
Feeling what we got left and what we've been through

[Solo]

[Chorus]
No you don’t wanna touch me now
Or speak too loud
Are you passing through or will you stay a while
If it gets brighter when the lights go down
Cause someone was trying to reach you

And if we break under responsibilities
I’d be safe here if you ever would
So i’ll stay quiet on the way out
You know I’m only passing throughEmbed",2,2,1
6980,6980,71547,6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,metal,"10 ContributorsHold On Loosely Lyrics[Verse 1]
You see it all around you
Good loving gone bad
And usually it's too late when you
Realize what you had

[Pre-Chorus]
And my mind goes back
To a girl I met some years ago
Who told me

[Chorus]
Just hold on loosely, but don't let go
If you cling too tightly
You're gonna lose control
Your baby needs someone to believe in
And a whole lot of space to breathe in

[Verse 2]
So damn easy
When your feelings are such
To overprotect her
To love her too much

[Pre-Chorus]
And my mind goes back
To a girl I met some years ago
Who told me
See 38 Special LiveGet tickets as low as $41You might also like[Chorus]
Just hold on loosely, but don't let go
If you cling too tightly
You're gonna lose control
Your baby needs someone to believe in
And a whole lot of space to breathe in

[Bridge]
Don't let her slip away
Sentimental fool
Don't let your heart get in the way
Yeah, yeah, yeah

[Verse 1]
You see it all around you
Good loving gone bad
And usually it's too late when you
Realize what you had

[Chorus]
So hold on loosely, but don't let go
If you cling too tightly
You're gonna lose control
Your baby needs someone to believe in
And a whole lot of space to breathe in
[Outro]
So hold on loosely, but don't let go
If you cling too tightly
You're gonna lose it
You're gonna lose control
Yeah, yeah, yeah, yeah

So hold on loosely, but don't let go
If you cling too tightly
You're gonna lose control

Hold on loosely, but don't let go
If you cling too tightly to her
You're gonna lose control
Yeah, yeah, yeah4Embed",2,2,1
22,22,299,4M4suTUnAYZocl09XEKBZN,Ray LaMontagne,Cruising,Three More Days,36,216773,False,0.555,0.68,10,-8.358,0,0.0323,0.126,0.000906,0.0506,0.903,84.518,4,acoustic,"3 ContributorsThree More Days LyricsThree more days
Girl, you know I will be coming home to you, darling
Three more days
Girl, you know I will be coming home to you, darling

I know it's wrong to be so far from home
I know it's wrong to leave you so alone
I've just got to getcha this good job done
So I can bring it on home to you
So I can bring it on home to you

Three more days
Girl, you know I will be right there by your side, baby
Three more days
Girl, you know I will be right there by your side, baby

I know it's wrong to leave you so alone
I know it's wrong to be so far from home
I've just got to getcha this good job done
So I can bring it on home to you
So I can bring it on home to you

I'm gonna bring it on home to you
Home to youm home to you
I said listen up, listen up
I'm bringin' it on home to you
Home to you, home to you
I said listen up, listen up, listen up
See Ray LaMontagne LiveGet tickets as low as $115You might also likeGonna give it so you can't say no
Gonna give it so you can't say no
Gonna give it so you can't say no
Give it to you
Give it to you
Give it to you
Gonna give it so you can't say no
Gonna give it so you can't say no
Gonna give it so you can't say noEmbed",2,2,1
5217,5217,47238,71DzeSJmIaZ9UhJ1rJJ5Od,38 Special,Fishing Music,Caught Up In You,3,278133,False,0.361,0.787,1,-4.982,0,0.0363,0.0197,0.000586,0.0421,0.889,130.693,4,hard-rock,"14 ContributorsCaught Up In You Lyrics[Verse 1]
I never knew there'd come a day
When I'd be sayin' to you
""Don't let this good love slip away
Now that we know that it's true.""

[Pre-Chorus 1]
Don't, don't you know the kind of man I am?
No, said I'd never fall in love again
But it's real, and the feeling comes shining through

[Chorus 1]
I'm so caught up in you, little girl
And I never did suspect a thing
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

[Verse 2]
It took so long to change my mind
I thought that love was a game
I played around enough to find
No two are ever the same
See 38 Special LiveGet tickets as low as $41You might also like[Pre-Chorus 2]
You made me realize the love I missed
So hot, love I couldn't quite resist
When it's right, the light just comes shining through

[Chorus 1]
I'm so caught up in you, little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

[Bridge]
Fill your days and your nights
No need to ever ask me twice, oh no
Whenever you want me
And if ever comes a day
When you should turn and walk away, oh no
I can't live without you
I'm so caught up in you
Yeah, yeah, yeah

[Pre-Chorus 3]
And if ever comes a day
When you should turn and walk away, oh no
I can't live without you
[Chorus 1]
I'm so caught up in you, little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me, baby, you taught me
How good it could be

[Chorus 2]
Little girl
You're the one that's got me down on my knees
So caught up in you, little girl
That I never wanna get myself free
And baby, it's true, you're the one
Who caught me and taught me
You got me so caught up in you1Embed",2,2,1
9969,9969,102544,2einB00Doep8LZImPipb9r,Don Henley,80s Bangers Vol. 1,The Boys Of Summer,2,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,songwriter,"43 ContributorsThe Boys of Summer Lyrics[Verse 1]
Nobody on the road
Nobody on the beach
I feel it in the air
The summer's out of reach
Empty lake, empty streets
The sun goes down alone
I'm driving by your house
Though I know you're not home

[Chorus]
But I can see you
Your brown skin shining in the sun
You got your hair combed back and your
Sunglasses on, baby
I can tell you, my love for you will still be strong
After the boys of summer have gone

[Verse 2]
I never will forget those nights
I wonder if it was a dream
Remember how you made me crazy?
Remember how I made you scream?
Now I don't understand what happened to our love
But babe, I'm gonna get you back
I'm gonna show you what I'm made of
You might also like[Chorus]
I can see you
Your brown skin shining in the sun
I see you walking real slow and
Smiling at everyone
I can tell you, my love for you will still be strong
After the boys of summer have gone

[Instrumental Break]

[Verse 3]
Out on the road today
I saw a Deadhead sticker on a Cadillac
A little voice inside my head said
“Don't look back, you can never look back”
I thought I knew what love was, what did I know?
Those days are gone forever
I should just let them go but...

[Chorus]
I can see you
Your brown skin shining in the sun
You got the top pulled down and the
Radio on, baby
I can tell you, my love for you will still be strong
After the boys of summer have gone
I can see you
Your brown skin shining in the sun
You got your hair slicked back and those
Wayfarers on, baby
I can tell you, my love for you will still be strong
After the boys of summer have gone17Embed",2,2,1
5175,5175,47266,4feXJ5IC3avXsVW9WNFSag,AC/DC,Black Ice,Rock N Roll Train,71,261506,False,0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,4,hard-rock,"11 ContributorsRock N’ Roll Train Lyrics[Verse 1]
One hot angel
One cool devil
Your mind on the fantasy
Living on the ecstasy
Give it all, give it
Give it what you got
Come on give it all the lot
Pick it up, move it
Give it to the spot
Your mind on fantasy
Living on ecstasy

[Chorus]
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Yeah the Runaway Train
(Running right off the track)

[Verse 2]
One hard ringin' bell
Old school rebel
A time for the revelry
Darling of the agency
Shake it, Shake it
Take it to the spot
You know she make it really hot
Get it on, get it up
Come on give it all you got
Your mind on fantasy
Living on the ecstasy
See AC/DC LiveGet tickets as low as $86You might also like[Chorus]
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Yeah the Runaway Train
(Running right off the track)

[Verse 3]
One hot southern belle
Son of a devil
A school boy spelling bee
A school girl with a fantasy
One hard ringin' bell
Old school rebel
A time for the revelry
Darling of the agency
Shake it, Shake it
Take it to the spot
You know she make it really hot
Get it on, get it up
Come on give it what you got
You know she’s just like a
[Chorus]
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Runaway Train
(Running right off the track)
Yeah the Runaway Train
(Running right off the track)3Embed",2,2,1
7826,7826,82613,5aNar2dzZ5r2iRfeXwzhil,The Smithereens,The Lost Album,Out Of This World,22,213080,False,0.598,0.936,6,-3.423,0,0.0482,0.00866,1.82e-06,0.0368,0.722,118.13,4,power-pop,"1 ContributorAtom Bomb LyricsThey're buildin' an atom bomb
Gonna blow me out of this place
They're buildin' a bigger bomb
What a crazy human race
Let 'em kill us all and we'll stand and watch
Well, brother that ain't for me
I'll be runnin'; and a-jumpin and a-skippin' and a-bumpin'
When they blow me to smithereens

Now, I'm not a man that's a-scared of things
Least things I knows about
But when my tater patch left the ground
I started right then gettin' out
I figured it was time for all good men
To rise up and really shine
And I'll bet you anyone who saw me leave
Gonna say I sure did fine

They'rе buildin' an atom bomb
Gonna really cook our goose
They'rе buildin', a bigger bomb
Done turn the little one loose
I'll never get out of this world alive
But brother I can plain sure try
I'll be runnin'; and a-jumpin and a-skippin' and a-bumpin'
When the first big smoke goes by
You might also likeNow, fellers, I fought in World War I
And that was quite a brawl
And old number 2 that was really bad
'Cause that we all recall
I'm wishin' for a way to the moon and soon
'Fore this next one starts
I want to get up there all in one piece
And not just part-by-part

They're buildin' an atom bomb
Gonna blow me out of this place
They're buildin' a bigger bomb
What a crazy human race
Let 'em kill us all and we'll stand and watch
Well, brother that ain't for me
I'll be runnin'; and a-jumpin and a-skippin' and a-bumpin'
When they blow me to smithereens

Now the place for me is up in them hills
In a cave way back in the rocks
When that thing goes off I'll get the char
But none of the real bad shocks
With a trusty gun and a can of beans
And an old hound dog or two
If there's anybody left it's gonna be me
When all of this mess is through
They're buildin' an atom bomb
Gonna really cook our goose
They're buildin' a bigger bomb
Done turn the little one loose
I'll never get out of this world alive
But brother I can plain sure try
I'll be runnin'; and a-jumpin and a-skippin' and a-bumpin'
When the first big smoke goes by

Now you think I'm lying but it ain't no joke
'Cause I used to live real close
A flash of light made in the dead of night
Nearly scared me out of my clothes
My old hound dog went raving mad
And was deaf for a week or two
When we quit runnin' he was pret' near dead
But we figured that was the thing to do

They're buildin' an atom bomb
Gonna blow me out of this place
They're buildin' a bigger bomb
What a crazy human race
Let 'em kill us all and we'll stand and watch
Well, brother that ain't for me
I'll be runnin'; and a-jumpin and a-skippin' and a-bumpin'
When they blow me to smithereens
Yeah! No! Did you ever of such a noise? Yeah...Embed",2,2,1
9099,9099,92631,7ucgcKHb0r9orpwBeqF0MV,The Brian Setzer Orchestra,Vavoom,'49 Mercury Blues,26,170800,False,0.437,0.947,4,-4.537,0,0.149,0.024,1.59e-05,0.0887,0.74,184.249,4,rockabilly,"1 Contributor’49 Mercury Blues LyricsI'm broken down
On the side of the road
Damn brakes locked up in the rain
Smoke's pourin' out
From under the hood
I'm stuck on the highway again
I'm too young to quit
Too old to change
Baby what am I gonna do?
I got the chopped top,slammed down
'49 Mercury blues

Can't find a phone
Can't hitch a ride
Who would stop for me anyway?
You would think that after all of
These cars I've owned
I would break down
And join triple A
I'm too young to quit
I'm too old to change
Baby what am I gonna do?
I got the chopped top,slammed down
'49 Mercury blues

I got the '49 Mercury blues
By now you'd think I've paid all
My dues
Just think of all the trouble
That car is puttin' me through
You might also likeI guess like a tooth
That needsto get filled
It's gonna hurt
And you're gonna get drilled
And once you get it fixed
It happens all over again
I'm too young to quit
I'm too old to change
Baby what am I gonna do?
I got the chopped top
'49 Mercury bluesEmbed",2,2,1
