Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lyrics,valence_bin,energy_bin,danceability_bin
7866,7Lw7GxtqLCyEa5KJw6CMjS,John Hartford,Mark Twang,Let Him Go on Mama,22,229973,False,0.591,0.446,2,-14.987,1,0.143,0.838,2.11e-05,0.201,0.833,112.195,4,bluegrass,way trains turn put well got makes old working night slowly fall voted new ain want bolt slack reefer flash two orleans sees fried still band office potato grow also likes short boats bienville home life smoked inspection thin come leg comes wheel deal go louisville likewell towns ugly different engineer bone he steak red dress long damn cigar nixon black line t brown even ohio morning oh eat let thick big smokes gumbo runnin planes brew said done trade know teeth gone an never believing pretty takin em paddle man trips river ii miss railroad white best alive strackfus back fashioned ago played eggs friday learn sure skin oysters made feller like watching m might saturday backs mama goes men war pearly see style time summer pittsburgh chorus desk fore fleet i happiest ever plow sits world real says baked worked coffee everyone s bus say fight navigate,2,1,1
4158,19jTCAxeVnkwKnWHSsdg0i,Novo Amor;Gia Margaret,No Fun / Lucky for You,Lucky for You,56,136000,False,0.529,0.31,10,-12.159,1,0.0388,0.928,0.514,0.102,0.73,177.972,4,ambient,meet intro slept guitar face days need pre tired see nothing bored thought really chorus allyou i without staring every mornings shoes would starting could sure morning also like m lucky say might day,2,1,1
92077,0j6FbpWCboFDsKxeWOqhOi,Brenda Lee,Best Christmas Music 2022,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly,way saxophone holiday sentimental pre solo see spirit voices hop old chorus deck rockin merrily dancin new jolly tree holly we every fashioned couple feeling pumpkin boughs caroling hung party pie later also get everyone let mistletoe like s stop tries ll around ring happy might singing halls christmas hear,2,1,1
20133,7zT8FxjvIjRlQoRbR7Wtec,Bruno Mars;Anderson .Paak;Silk Sonic,Give You Love - Cozy Hits,Leave the Door Open,0,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,dance,wine heart way cuddlin through word tell feel sippin got door this bubblin ooh over hopin gotta sweet filets ain tryna want bridge kissin robe comin if could paak adore house what also plans makin open la leave in east uh baby straight coming games mars come rose unless good on haze   for me shaved dancin happenin clean t much romancin smooth trap tonight oh pool let arms girl know waitin look pre wing where lay bite alone there petals hey every bathtub so give talkin sip shamone woo like m love might tight bruno intro need hungry keep see at jump playin   shut ma chorus purple i st rk eenglish       portugu s   italianodeutschnederlands  you newborn west doin mansion s ll ah warm say drip smoke anderson,2,1,1
103737,3Jv8iVcBGnDqBZY9BERHw4,Smokey Robinson & The Miracles,Home For Christmas 2022,I Can Tell When Christmas Is Near,0,187720,False,0.656,0.626,0,-9.387,1,0.029,0.619,0.0,0.114,0.819,123.197,4,soul,heart deep way tell dance ooh callin old night far new bridge carols prayer roastin house also worthwhile told salvation la flames make life day come children times special meditation offer past toastin year carry turkey sing last earth celebrates snowflakes peace fireside toward felt whole things christmas visions near summertime angels days joy little stories fallin seeking brings every one hmm born made yuletide like cause someone love might hope within christ intro charity king men meaning chorus world soon real everyone s ah mmm happy warm guy,2,1,1
14109,2aqZSUnGtSrtXjZVnAcrSH,CoComelon,"CoComelon Kids Hits, Vol. 2",Looby Loo,56,149983,False,0.669,0.383,2,-11.7,1,0.0553,0.0426,0.0,0.0719,0.909,134.995,3,children,left turn put go looby night shake light foot right self loo give hand also likehere whole might saturday,2,1,1
37144,64oioHzh3KksNj1HBbSniZ,Stevie Wonder,Weihnachtslieder 2022,One Little Christmas Tree,0,161693,False,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,funk,come heart mr angel way down joy grown little looked men never find wherever go may see heard chorus tiny alone he sky those light me i lost star afar afraid tree toy heavens voice one gave small waiting world could give tonight oh also throughout like tallest someone m s cause standing riding ll child please cried home came might day christmas father girl,2,1,1
103499,0KssXd0eRu50VRoAukreZL,James Brown,Home For Christmas 2022,Santa Claus Go Straight To The Ghetto,0,181052,False,0.639,0.61,0,-6.101,1,0.0446,0.481,0.0,0.203,0.812,139.608,4,soul,donnie hit johnny eyes tell need find never go doll see ballard nothing pretty something james chance em lord thought forget anyone brother hank huh d i needs ve toy likefill song hitch reindeer every you mary mothers fill stocking brown wanna so brothers claus ghetto begging santa gary it soul oh also told anta kids water cause sent love m leave uh might gonna singing realize straight know,2,1,1
103086,5Q8eX15GuWpmp6DviAgSwm,Stevie Wonder,Christmas Faves 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul,heart angel madly seen kiss feel door seems wish silent night sweet low ha everywhere carols more snow ringing also ya baby coming sleep cards mean running go year me anxious sing means hair fill burning right even candles wake darling all oh lots outside let yeah things halls christmas know whoa smiling daylight that face little never greet pretty ice deck happiness touch hey bells give sure like mistletoe choirs love though might wild lights see coo chorus neath tree holly s child merry alright singing,2,1,1
45292,6QZ4ZhD8hGVTfwoN2Ypl4Z,George Benson,Inspiration (A Tribute To Nat King Cole),Just One Of Those Things,29,162080,False,0.608,0.578,5,-6.764,0,0.0951,0.506,3.58e-05,0.28,0.745,133.069,1,guitar,meet affair started goodbye town jus thingsyou thought d amen rings cool fun dear flights bells we crazy moon fabulous one hoping aware it flings hot here wings painting also end like nights trip love s ll great things tone might gossamer bout,2,1,1
52499,0bTNBti7RxLO00CEaGNNP7,George Jones,The New Favorites Of George Jones,Running Bear,13,149306,False,0.59,0.594,0,-8.321,1,0.0645,0.321,4.51e-05,0.26,0.9,128.157,4,honky-tonk,heart sight young reach together little cross beating swam bear never running wide name stream touched see stood other met die sky swim river moonlight tribes ground white you throwing hands waiting brave maid dove could they swirling side bank raging indian also like water cause big love faster ll always fought hunting waves happy came might pulled kisses lips lovely loved,2,1,1
92852,6p8LNHMqJiUMjPXy4rnO5H,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),It's Now or Never,51,194600,False,0.645,0.493,4,-9.311,1,0.0344,0.641,0.0094,0.286,0.753,126.4,4,rockabilly,come heart near excite meet way true willow kiss never hold time chorus captured sweet ocean me lost late last spent smile saw we wait invite right would waiting it darling mine tonight soul surrendered also like let s love knows tender arms ll lifetime devotion might tight first lips cry tomorrow,2,1,1
52448,48PInN8dqODOipDVE0k9HE,Faron Young,The Complete Capitol Hits Of Faron Young,I Hear You Talkin',14,128960,False,0.589,0.643,4,-11.424,1,0.0822,0.258,1.43e-05,0.153,0.863,90.732,4,honky-tonk,come heart way guessin never learned feel fool something thought fallin taughed think untrue ain want best lesson back guess t you found comin luck mine talkin soon also made lots words end like cause love in might loved hear,2,1,1
19745,6OfmhEOHcKhOUlh3vNE2zh,The Band,Home For Christmas 2022,Christmas Must Be Tonight - Remastered 2001,0,218666,False,0.668,0.665,7,-8.55,1,0.0267,0.0519,6.68e-05,0.109,0.766,128.619,4,country,eyes written rejoice torches night high new tonightyou saw band also journey digital wise not east boy baby swaddling come wrapped remaster shepherd herdsmen prince light sing last fear bide peace burning much right tonight turning carried went son whole christmas wheels joy angels little winter praise carpenter beginning must pass voice born clothes shines like hillside bring might skies cold stranger king men see heard simple manger star mary start end dream flock say came people,2,1,1
84109,0vFOzaXqZHahrZp6enQwQb,Pink Floyd,The Dark Side of the Moon,Money,73,382834,False,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,1,psych-rock,guitar hoo certainly team ooh money job overlapping anyone sportugu sespa olnederlandsenglishenglish       money rise daydream new hi clicking telling do blow after two ringing hands buy learjet could also today get bullshit yelling screaming machine in make why football continue coming hit eleven good jack slice spoken goody re really items yes think tearing no bruising laughter right share surprise they away car absolutely yeah crime david know grab noises gilmour saxophone solo root voices set number coins fairly wa asking back cruising sorted give class none woo like matter wooh m out might caviar okay gas intro anything da paper definitely bah need keep register time cash chorus drunk counting giving geezer i wah star ask four pay heavy evil stash pie travelling fader stack ll ah alright clinking fidelity say came first take,2,1,1
47822,6J17MkMmuzBiIOjRH6MOBZ,AC/DC,Back In Black,Rock and Roll Ain't Noise Pollution,64,266040,False,0.576,0.659,9,-5.617,1,0.0383,0.041,0.0,0.0587,0.717,94.853,4,hard-rock,guitar throw ow well got door makes ooh low riddle ha talking ain asked decibels more us wanna will comin pollution rock survive rollin rockers also get future come good go sittin re past listenin die bed noise me yes floor t much away vibrations bedroom yeah said gonna inside ass looked look pre never solo playing roll forget man fancy there hey we tickets lyin so clothes rhythm middle like cause love might hear wanted intro men see deaf sense chorus instead fence liveget heavy took ac it ll always ah alright dc givin,2,1,1
90774,4qsI4NwXnOSmmIBdVEDpRe,Warren Smith,The Legendary Sun Classics,Red Cadillac And A Black Moustache,29,138973,False,0.653,0.437,2,-16.212,1,0.034,0.572,0.000141,0.247,0.772,77.806,4,rock-n-roll,tall plenty guitar cadillac gone eyes true good solo nothing moustache playing cash a wrong mustache for man red cabaret loving long break dining cool coat song black somebody saw since dancing held blue real hand also like s sang around trifling might day cat baby fooling who,2,1,1
25408,6qWVVOpKBlf9QjlsojNsTH,The Whispers,It's Been Too Long,It's Been Too Long,31,238266,False,0.61,0.493,6,-15.819,1,0.0541,0.0362,6.73e-05,0.037,0.724,81.034,4,disco,heart way seem tell anymore thought disbelieves ve spare want lonely bridge still waiting can what also plans get when lover make life hon stly day baby together talk go patiently phone re week postpone long evening ease wishing but t again share would even aware tonight oh went let apart stop yeah around said girl near gone pre never maybe pretty set something manipulate understand to nowhere wrong alone miss company hey asking we every run one so give made like m love though making might plan els  keep dominate time too mind meaning pace occupy chorus i believe you found promises it here another s and came say trying,2,1,1
92210,6Q2pkSKuM08SDOuAS5amQD,The Platters,The Magic Touch: An Anthology,The Great Pretender,48,159066,False,0.652,0.303,7,-8.573,1,0.0297,0.851,0.0,0.324,0.706,114.665,3,rockabilly,game left heart wearing seem crown tell need feel well see alone yes pretender i believe ve clown pretend lonely bridge conceal gay shame t played feeling adrift much pretending one still world can real oh also like m great grieve not around make might laughin,2,1,1
37144,64oioHzh3KksNj1HBbSniZ,Stevie Wonder,Weihnachtslieder 2022,One Little Christmas Tree,0,161693,False,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,funk,come heart mr angel way down joy grown little looked men never find wherever go may see heard chorus tiny alone he sky those light me i lost star afar afraid tree toy heavens voice one gave small waiting world could give tonight oh also throughout like tallest someone m s cause standing riding ll child please cried home came might day christmas father girl,2,1,1
34430,1w8F9tti9Eme96uvMt5xV5,Havelin,Me Without You,Me Without You,60,167498,False,0.571,0.572,11,-7.751,0,0.0344,0.0166,0.000698,0.0972,0.771,200.092,4,folk,photographs close feels way looking eyes look favorite driving never feel tune keep taste ordered phone re thought wrong chorus record alone place pacing night me long i room head post without bridge picture spinning tighter staring probably we back favorites us still feeling right held living start could sunrise waking headlights play eat also like went third cause m s ll arms bus home sounds might trying day take straight,2,1,1
8429,0jYJjQ4Z4QqM6O4scuokUW,T.K. Soul,Undisputed The Album (His Latest),Try Me,40,305998,False,0.653,0.621,7,-4.672,0,0.0283,0.12,0.0,0.155,0.721,83.954,4,blues,feel put hold got sorrow gotta gon night ain nah post want bridge treat help wanna can soul also get make baby games outta go gentleman foolish yes me long line trust t right tonight away oh let yeah said inside girl know that show pre til draw somebody one hmm give like pride stand love waited might tight intro time playin morals mind chorus holler i thing afraid wait you try it k real end s ll alright tomorrow,2,1,1
37135,2K74neaENwzZEtudbyX4Lr,Stevie Wonder,Christmas Eve At Home,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk,heart angel madly seen kiss feel door seems wish silent night sweet low ha everywhere carols more snow ringing also ya baby coming sleep cards mean running go year me anxious sing means hair fill burning right even candles wake darling all oh lots outside let yeah things halls christmas know whoa smiling daylight that face little never greet pretty ice deck happiness touch hey bells give sure like mistletoe choirs love though might wild lights see coo chorus neath tree holly s child merry alright singing,2,1,1
8118,4lJX2CpRZKPWAIOzOdvENF,Ella Fitzgerald,Home At Christmas,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,heart way eyes dance fairytale snowman broomstick who old loves jolly two snow gold can could soul also wool paused life day cry knew children muffler running go streets led he saying head listen don t right away hand oh frosty pipe let hurry stop tummy around road said thumpety laugh thump nose know cop tall village that button look sun coal magic hat waved hey alive must back we silk run one so placed play made might cane town traffic king melt fat goodbye heard began holler corncob likeoh i fun moment catch found square hot s ll happy came say debonair,2,1,1
14109,2aqZSUnGtSrtXjZVnAcrSH,CoComelon,"CoComelon Kids Hits, Vol. 2",Looby Loo,56,149983,False,0.669,0.383,2,-11.7,1,0.0553,0.0426,0.0,0.0719,0.909,134.995,3,children,left turn put go looby night shake light foot right self loo give hand also likehere whole might saturday,2,1,1
84895,7I6TcUVS3GiRIPCZwx6QGa,Grateful Dead,"Download Series Vol. 9: Civic Arena, Pittsburgh, PA 4/2/89 & 4/3/89 (Live)","Man Smart, Woman Smarter - Live at Civic Arena, Pittsburgh, PA, April 2, 1989",27,498266,False,0.49,0.577,4,-14.481,1,0.108,0.815,0.0645,0.883,0.829,96.789,4,psych-rock,come way corner that together invented little show men put live sit got well see women ways understand now civic april instrumental pittsburgh chorus astray the man cry began sat break i ain ve ever ask do boys puppet listen every since t us smarter right arena one try world smart r can give says today smart also leading oh like let big s pa woman cried say might boy people plan up know,2,1,1
91588,0RKv7sebi8uGmi6EYjAWfJ,The Beach Boys,Jingle Bell Rock 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock,way well spends call air gotta old working ooo low bridge peel wear snow also told bobsled deer comes wheel north dozen toboggan saint watch lead really he year red rudy goggles surprise dressed she oh beach whole tale christmas little flies woah man remix frightening there nick miss walk boys famous pad reindeer every cruising tickets run ski one stick speed like half might hauling cold gas intro sled gets see candy time apple chorus oooo ohh liveget four hits santa real s ll merry cat,2,1,1
81705,1jAVN7pbj6QvSxxxZzb8NT,Bruno Mars;Anderson .Paak;Silk Sonic,20s Love Songs,Leave the Door Open,2,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,pop,wine heart way cuddlin through word tell feel sippin got door this bubblin ooh over hopin gotta sweet filets ain tryna want bridge kissin robe comin if could paak adore house what also plans makin open la leave in east uh baby straight coming games mars come rose unless good on haze   for me shaved dancin happenin clean t much romancin smooth trap tonight oh pool let arms girl know waitin look pre wing where lay bite alone there petals hey every bathtub so give talkin sip shamone woo like m love might tight bruno intro need hungry keep see at jump playin   shut ma chorus purple i st rk eenglish       portugu s   italianodeutschnederlands  you newborn west doin mansion s ll ah warm say drip smoke anderson,2,1,1
8429,0jYJjQ4Z4QqM6O4scuokUW,T.K. Soul,Undisputed The Album (His Latest),Try Me,40,305998,False,0.653,0.621,7,-4.672,0,0.0283,0.12,0.0,0.155,0.721,83.954,4,blues,feel put hold got sorrow gotta gon night ain nah post want bridge treat help wanna can soul also get make baby games outta go gentleman foolish yes me long line trust t right tonight away oh let yeah said inside girl know that show pre til draw somebody one hmm give like pride stand love waited might tight intro time playin morals mind chorus holler i thing afraid wait you try it k real end s ll alright tomorrow,2,1,1
81707,7D7okiV0tkwGjOYUlKlOlf,Bruno Mars;Anderson .Paak;Silk Sonic,Midnight Music,Leave the Door Open,1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,pop,wine heart way cuddlin through word tell feel sippin got door this bubblin ooh over hopin gotta sweet filets ain tryna want bridge kissin robe comin if could paak adore house what also plans makin open la leave in east uh baby straight coming games mars come rose unless good on haze   for me shaved dancin happenin clean t much romancin smooth trap tonight oh pool let arms girl know waitin look pre wing where lay bite alone there petals hey every bathtub so give talkin sip shamone woo like m love might tight bruno intro need hungry keep see at jump playin   shut ma chorus purple i st rk eenglish       portugu s   italianodeutschnederlands  you newborn west doin mansion s ll ah warm say drip smoke anderson,2,1,1
33041,1Mee0L5gBAEby8KVsVxJpO,Fall Out Boy,Emo Christmas 2022,Yule Shoot Your Eye Out,0,221013,False,0.668,0.522,4,-7.42,1,0.0311,0.696,0.0,0.609,0.718,107.979,4,emo,cheer dedicate got this dude call money fall sweet low new ve nice want bridge two snow wanna waiting could breath also yule shoot home boy cry baby sleep years come owe comes good list underneath phone year last don song lot t they receiving hopes christmas bury gift never gifts pre take silence checking eye spent best alive boys must tickets advice one like cause m might awkward recorded wanted see time instrumental chorus i thing ever ask tree liveget anyway less s staying merry happy up care,2,1,1
82532,0OWdPch0FiCzO2jc68WDPB,Alejandro Escovedo,Big Station,Bottom Of The World,24,184693,False,0.655,0.687,2,-9.366,1,0.0271,0.0767,0.0,0.0809,0.803,126.397,4,power-pop,tv corner true reduced paper word busy show little look cities name sit may see everything delivered streets changed phone call time wish anybody alone bottom command think awful used illusion booth hey kind houston back every wall t frightened cage throwing beast world can worldyou tonight signal real austin oh also get like walking s ashes ready home said say might colors boy watches know,2,1,1
82985,0pU3BtslOPzQIhwgdZMd8O,Nick Lowe,Lay It On Me Baby,Lay It On Me Baby,21,172106,False,0.592,0.597,7,-10.594,1,0.0303,0.163,2.78e-05,0.0728,0.844,119.363,4,power-pop,way walking likebecause acting got step makes money low ringing wanna babbling can buy side also spin get day tower baby mood folding sunny streets everytime fish me head t right begins bluebirds away let cloud skip dare fundamental lowe look brook taste lay something hat rain there room nick til bells parade stride tickets one give milky skin like sign m love nibbling might gets minute see hook i liveget waste start it almost s merry singing,2,1,1
49,1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,wind frozen diagonal learned gotta money old low tide ve without askin bridge harder build crooked rolled mason plane fly can rock could rollin house also get smells day baby thin hard poor comes birds talk nothin just phone goin record listenin long nobody rings lawns t lines sea wooden big houses planes girl cares folded caught summertime gone earthquake pretty city em brandi fallin rain there walk garden touch lookin back we every tickets woo like built m stone out babylon might laughin town drinkin distance paper fallen ponds need sage see everything chorus sky i star liveget wonderin carlile breakin end water s always ll take view,2,1,1
38144,53xKlevoXT2OIdDQx3KDl1,? & The Mysterians,Don't Break This Heart Of Mine,96 Tears,40,176866,False,0.65,0.562,7,-5.965,1,0.0345,0.0623,3.08e-05,0.076,0.88,123.674,4,garage,come heart left way tears comes together little put see hear sun watch now night carry long i top cryin teardrops wavin lookin we since wave you mon right wonderin one start wanna many also c woo get let m likei always ll yeah might laughin gonna day cry baby up know,2,1,1
102820,3PzsbWSQdLCKDLxn7YZfkM,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,74,155880,False,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,songwriter,six bad little tell desire go good got train bruce oohsee ooh now dull sheets fire night daddy alone low i valley no head cool hey do bridge wet liveget you took edgy soakin higher cut tickets inch wake away oh also middle like springsteen knife someone m freight leave skull runnin home things might sometimes baby take girl,2,1,1
25120,1DDjP27UEP7avthMjxfOtU,Four Tops,On air 70's Hits,Keeper Of The Castle,1,180493,False,0.583,0.671,8,-7.764,1,0.08,0.443,0.0,0.0597,0.95,78.323,4,disco,heart tend way down protector unkind unkindsee put live well callin low beggin daily castle us whatever society can also sovereign pickin home day thin own come children book keeper lady good tear destiny lord lead red seeded head black lot t brown family they oh better thick around said sunshine gonna father yellow look director tops em man there needs follow garden white tickets one like cause shape friend might next kin provider needed strike keep see mind chorus instead believe tree liveget four world leaves pushed s ll creator,2,1,1
7866,7Lw7GxtqLCyEa5KJw6CMjS,John Hartford,Mark Twang,Let Him Go on Mama,22,229973,False,0.591,0.446,2,-14.987,1,0.143,0.838,2.11e-05,0.201,0.833,112.195,4,bluegrass,way trains turn put well got makes old working night slowly fall voted new ain want bolt slack reefer flash two orleans sees fried still band office potato grow also likes short boats bienville home life smoked inspection thin come leg comes wheel deal go louisville likewell towns ugly different engineer bone he steak red dress long damn cigar nixon black line t brown even ohio morning oh eat let thick big smokes gumbo runnin planes brew said done trade know teeth gone an never believing pretty takin em paddle man trips river ii miss railroad white best alive strackfus back fashioned ago played eggs friday learn sure skin oysters made feller like watching m might saturday backs mama goes men war pearly see style time summer pittsburgh chorus desk fore fleet i happiest ever plow sits world real says baked worked coffee everyone s bus say fight navigate,2,1,1
64587,1UiC5wLlvxBWhQBfGeUlxG,Jamie Cullum,Santa Claus Is Coming To Town,Hang Your Lights,0,296680,False,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,202.175,4,jazz,cosy angel eyes crown b  little dance lights put gleaming war keep door see underneath nothing frosted church gotta shut old fire chorus instrumental low rather loving there break i sing room top else want golden choir alive songs tree liveget arm bridge stable we raise moon snow curtains jamie tickets would one hang also oh frosty like let mistletoe cause stabl  love s ll always toast bring wrap might skies cullum christmas twinkle know,2,1,1
25900,58r4JuwHhXLAkttkaUZfLw,Cheryl Lynn,Cheryl Lynn (Expanded Edition),Got to Be Real,66,307946,False,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,4,disco,hoo tell need feel got ooh now instrumental chorus ha think i hey oooh you again it real also oh like love s ah yeah stay might baby know,2,1,2
