,Unnamed: 0.1,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,energy_bin,danceability_bin
18,32,32,692,5CU7ewecONNlWAJHu04HJQ,The Bridge City Sinners,Bridge City Sinners,Come on In,28,204926,False,0.544,0.911,9,-2.73,1,0.204,0.661,0.0,0.344,0.851,114.776,4,acoustic,2,2.0,1
19,33,33,662,6r8OnTtDrhKBIIYgzxrnZ1,Colin & Caroline,Let It Go,Let It Go,55,194129,False,0.46,0.319,1,-8.621,1,0.0356,0.861,0.0,0.118,0.329,145.765,4,acoustic,0,0.0,1
20,35,35,70,16dkWKIlBsfYTISCVuDs0w,Ron Pope,Whatever It Takes,A Drop In the Ocean,55,219480,False,0.484,0.573,5,-6.183,1,0.0298,0.0882,1.14e-06,0.15,0.346,139.966,3,acoustic,1,1.0,1
21,41,41,679,0qAMjeQFyd1qD0LDiV8gWp,KT Tunstall,Eye To The Telescope,Black Horse And The Cherry Tree,67,172373,False,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,4,acoustic,2,2.0,2
22,42,42,67,2D4BSm5Z8Hq5zYbSgJwEOh,Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,67,250266,False,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,4,acoustic,0,0.0,1
23,44,44,753,7nixLKx5skJBEKyiqZmdp7,Ethan Loukas,I Mean Love,I Mean Love,39,193876,False,0.748,0.428,6,-7.019,1,0.0314,0.542,0.0,0.0994,0.565,115.067,4,acoustic,1,1.0,2
24,47,47,764,5Oc0vLGWdEWeCqIU8zyELt,Big Mama Thornton,Ball n' Chain,Hound Dog,57,181000,False,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,4,acoustic,2,1.0,1
25,49,49,63,6owKuyHxUqidcAA6fPKSyy,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 3",We Can't Stop,64,222146,False,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,4,acoustic,1,1.0,2
26,54,54,528,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Waiting for My Rocket to Come,The Remedy (I Won't Worry),60,256440,False,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,4,acoustic,2,2.0,1
27,57,57,432,2a0WwSvmFdXPTdDMilPA1y,John Frusciante,Shadows Collide With People,Song To Sing When I'm Lonely,54,195213,False,0.629,0.673,6,-4.379,1,0.0262,0.294,0.0109,0.139,0.419,114.243,4,acoustic,1,2.0,1
28,58,58,184,3NCg46FWgnANZc9HQHQOQR,Parachute,The Way It Was,Forever And Always,57,248960,False,0.657,0.716,2,-5.675,1,0.0301,0.014,0.0,0.0483,0.435,93.924,4,acoustic,1,2.0,1
29,62,62,425,0voYwjeuMfvXlF76oesZKu,Joshua Radin,"Here, Right Now","Here, Right Now",56,183213,False,0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,4,acoustic,1,1.0,1
30,63,63,713,1z2fSrYZqrO5tMqzULn9OD,Tyrone Wells,"The ""Hits"" | Acoustic",Days I Will Remember,30,201506,False,0.804,0.457,6,-7.845,1,0.197,0.6,0.0,0.15,0.552,98.035,4,acoustic,1,1.0,2
31,64,64,583,06R84YHz9bqaQzEbIWxzsw,Joshua Hyslop,Ash & Stone,Gentle Heart,50,265173,False,0.603,0.374,1,-10.875,1,0.0258,0.256,0.0356,0.127,0.542,135.946,4,acoustic,1,1.0,1
32,65,65,445,73JI06Eznb1N22KHpo3HL7,Mischief Brew,Bacchanal 'N' Philadelphia,Boycott Me!,33,163666,False,0.684,0.509,4,-7.608,1,0.0334,0.571,0.0,0.402,0.69,132.297,4,acoustic,2,1.0,2
33,66,66,599,5s6ppi6NDeK6FXlX8XCajM,Get Dead,Dancing with the Curse,8 Track,28,156533,False,0.408,0.974,1,-5.501,1,0.15,8.77e-05,0.0,0.278,0.578,197.008,4,acoustic,1,2.0,1
34,68,68,55,6xJOhSm4SvZwzy3uhWz26O,Andrew Belle,Black Bear,The Enemy,62,286865,False,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,4,acoustic,0,2.0,1
35,69,69,120,5O9R57EozcpLKGQBzadPVy,Meg Birch,Life Sucks Playlist,Only Love Can Hurt Like This,43,194194,False,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,4,acoustic,0,0.0,1
36,71,71,72,3Et4LKZLnXygPYfNdeB3D3,Andrew Belle,Dive Deep,When the End Comes,57,354400,False,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,4,acoustic,1,1.0,1
37,73,73,721,4XBcShO4h4X55x9yMmyKHL,Allman Brown,1000 Years,Sweetest Thing,54,218502,False,0.546,0.411,2,-9.308,1,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,4,acoustic,1,1.0,1
38,74,74,281,5xQTEPjGsLuvwnnvyK3fAA,Chord Overstreet,Love You To Death,Love You To Death,49,199459,False,0.574,0.344,4,-8.995,1,0.0345,0.421,0.0,0.0804,0.0987,147.924,3,acoustic,0,1.0,1
39,76,76,914,0imuQm7CnK74UdorFpC2Eg,Jon Bryant,Twenty Something,Light,48,267306,False,0.512,0.359,9,-11.59,1,0.0277,0.567,0.0226,0.13,0.132,129.83,4,acoustic,0,1.0,1
40,78,78,244,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,The Blessed Unrest,I Choose You,63,218573,False,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4,acoustic,2,1.0,2
41,80,80,977,6c6xJgk6Z7WElX8tRUdjZk,Correatown,Spark. Burn. Fade.,All The World (I Tell Myself),38,273026,False,0.488,0.294,6,-14.717,0,0.0261,0.917,0.841,0.0876,0.26,76.647,3,acoustic,0,0.0,1
42,81,81,462,6pTZ8Oy1xGKGCE4saVScoy,Zack Tabudlo,In The Mood For Love,Give Me Your Forever,32,244800,False,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,4,acoustic,0,1.0,1
43,84,84,595,0XV6QiUZCV5IIeTVojlktV,Gail Blanco,In Love With Bacharach,I'll Never Fall in Love Again,29,239000,False,0.758,0.406,10,-10.474,1,0.0306,0.901,4.3e-05,0.0908,0.383,109.984,4,acoustic,1,1.0,2
44,86,86,649,1POSMvQ2TKVN0D7GwOgK0W,Frank Turner,Positive Songs For Negative People,Josephine,28,202400,False,0.442,0.898,5,-4.662,1,0.0613,0.000158,4.11e-06,0.1,0.446,144.299,4,acoustic,1,2.0,1
45,87,87,865,6oz8T0xhXzkEVxyelC3Hc3,Rosi Golan,Lead Balloon,Can't Go Back,41,227413,False,0.559,0.241,3,-10.688,1,0.0289,0.963,2.3e-05,0.187,0.142,118.916,4,acoustic,0,0.0,1
46,90,90,361,2TRXV6DoQLjdRrBR6ED6NP,Us The Duo,Slow Down Time,Slow Down Time,44,196920,False,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73e-05,0.317,0.433,109.954,4,acoustic,1,1.0,2
47,91,91,479,53iFMaNUXn6Oj8hUIKSO5a,Peter Bradley Adams,A Face Like Mine,My Arms Were Always Around You,54,200800,False,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,4,acoustic,1,1.0,1
48,93,93,259,2Qw1KFrJ1q6qHXxWGh51kC,Boyce Avenue,"Cover Sessions, Vol. 3",A Thousand Years,56,263710,False,0.41,0.221,5,-11.673,1,0.0315,0.768,0.0,0.106,0.228,139.529,3,acoustic,0,0.0,1
49,98,98,377,3SxMBVdL2gxhX5V5dXF9jy,Canyon City,Bluebird,Lost Sparks,51,225400,False,0.548,0.3,4,-12.71,1,0.0298,0.757,9.28e-06,0.0851,0.264,135.902,4,acoustic,0,0.0,1
50,99,99,137,5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Eye To The Telescope,Suddenly I See,73,201706,False,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,4,acoustic,2,2.0,1
51,100,100,355,1ABd3bWsG4FCKePjXeVfJG,Meiko,The Bright Side,Leave The Lights On,56,248360,False,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4,acoustic,2,2.0,1
52,104,104,332,4NxUuupOGPquDhy1yFIZK3,Ingrid Michaelson;AJR,The Lotto,The Lotto,59,193695,False,0.687,0.748,3,-4.54,1,0.0785,0.24,0.0,0.373,0.872,88.944,4,acoustic,2,2.0,2
53,106,106,78,11TK5KLtLZUdKr1C549bAw,Drew Holcomb & The Neighbors,Good Light,What Would I Do Without You,64,172213,False,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,4,acoustic,1,1.0,1
54,107,107,695,6ONQ2wKKkjxIUygJbBe7ph,Harley Poe,Pinocchio Pariah,Whiny Bitch,28,272100,True,0.495,0.811,9,-3.1,1,0.0411,0.534,0.000286,0.136,0.9,173.56,4,acoustic,2,2.0,1
55,110,110,165,1esE8j1nVyzEQ5rVhYXoJT,Parachute,Parachute,Had It All,55,216853,False,0.606,0.54,7,-6.271,0,0.0339,0.182,0.000144,0.144,0.249,79.952,4,acoustic,0,1.0,1
56,111,111,495,0R7EWhquaAICmyE5MZqt3q,Ben Rector,The Joy of Music,Living My Best Life,59,215213,False,0.566,0.733,4,-5.302,1,0.0699,0.083,1.55e-06,0.362,0.636,178.828,4,acoustic,1,2.0,1
57,112,112,824,7IjL4IoQZMk1dOI4MH1T0i,Joshua Radin,Paperweight by Joshua Radin and Schuyler Fisk,Paperweight by Joshua Radin and Schuyler Fisk,49,204333,False,0.422,0.119,8,-15.182,1,0.0354,0.555,0.0,0.0959,0.405,179.844,3,acoustic,1,0.0,1
58,113,113,65,3e5yu9MkIvQx17mm7LF6KY,Canyon City,Midnight Waves,Alone with You,58,186584,False,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4,acoustic,0,0.0,1
59,114,114,925,4WzQEkUYTBzo0DRnJfYPls,Ray LaMontagne,MONOVISION,We'll Make It Through,51,361013,False,0.502,0.309,5,-12.12,1,0.0308,0.575,0.000894,0.0953,0.273,119.236,4,acoustic,0,0.0,1
60,115,115,827,4HQr9UGqkHPzboqLb9J8pJ,Us The Duo,Up Until Now,No Matter Where You Are - Wedding Version,47,251164,False,0.642,0.15,0,-11.316,1,0.0351,0.832,0.0,0.126,0.27,104.978,4,acoustic,0,0.0,1
61,116,116,655,7quFUf8mR7wUxeJip0awxn,Howie Day,Sound The Alarm,Longest Night,43,215746,False,0.231,0.636,11,-7.257,1,0.0339,0.00402,0.0,0.0504,0.244,202.098,3,acoustic,0,1.0,0
62,117,117,331,2fPb58e6f8KxejYDCaARwS,A Great Big World,Is There Anybody Out There?,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic,0,0.0,1
63,119,119,907,5uY2Vs2sviMqznPxW8f5xz,Canyon City,Midnight Waves,Between the Stars,43,252013,False,0.484,0.292,11,-13.097,1,0.035,0.868,0.000372,0.0903,0.0771,95.446,4,acoustic,0,0.0,1
64,122,122,734,7f0PCIJFVw7U5tbuFH4rb0,Penny and Sparrow,Olly Olly,Need You,58,189282,False,0.545,0.642,10,-7.344,1,0.0279,0.517,1.75e-06,0.116,0.555,78.51,4,acoustic,1,1.0,1
65,123,123,49,1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2,2.0,1
66,124,124,896,0xOIqJadsikka2so1zhghO,Harley Poe,Horrorful,Alone in the Dark Mansion of Madness,26,403911,True,0.335,0.696,9,-9.472,0,0.0307,0.642,0.0,0.12,0.403,95.24,4,acoustic,1,2.0,1
67,126,126,904,0v1yN5C75um5Wx2WPtFl6k,Sara Farell,Sunflower,Sunflower,51,181897,False,0.568,0.213,2,-11.882,1,0.0379,0.955,0.0,0.113,0.302,72.932,4,acoustic,0,0.0,1
68,127,127,344,22KbVMZekQbkrHGrubQTpQ,Five For Fighting,Bookmarks,What If,55,207228,False,0.565,0.895,0,-5.354,1,0.04,0.194,0.0,0.101,0.592,149.919,4,acoustic,1,2.0,1
69,130,130,33,3H36x7buZdQD4687VmFrwY,Brandi Carlile;Sam Smith,Human - Best Adult Pop Tunes,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,acoustic,0,0.0,0
70,134,134,109,7ACW42whcdOiUxiNVu7ltx,Tyler Ward,Songs From Nashville,How To Lose a Girl,46,210375,False,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,3,acoustic,1,1.0,2
71,136,136,84,3322ArxAq7wCSZI4fF77Q0,Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,0,1.0,1
72,137,137,286,2Dz5WpEWA0vhnMmEPYiZ2y,Parachute,Losing Sleep,She Is Love,60,146066,False,0.629,0.174,6,-9.697,1,0.141,0.616,0.0,0.118,0.305,134.295,1,acoustic,0,0.0,1
73,138,138,789,1cADd4hbtfYDFesyH8i1eB,Frank Turner,FTHC (Deluxe),The Work,27,212893,False,0.491,0.913,0,-4.526,1,0.0567,1.88e-05,2.26e-06,0.327,0.59,89.987,4,acoustic,1,2.0,1
74,140,140,323,2UJy2HHo4afrQbI5FizxLM,Ciaran Lavery,Kosher,Left for America,50,170786,False,0.498,0.384,4,-10.752,1,0.0976,0.818,0.000937,0.13,0.25,79.856,4,acoustic,0,1.0,1
75,141,141,916,6rm0bIbAE0ZfPXNeuIV4DR,Michael Logen,Darkness Within,Darkness Within,33,252628,False,0.464,0.72,9,-7.466,0,0.0583,0.0166,0.0488,0.0803,0.199,160.057,4,acoustic,0,2.0,1
76,142,142,5,01MVOl9KtVTNfFiBU9I7dc,Tyrone Wells,Days I Will Remember,Days I Will Remember,58,214240,False,0.688,0.481,6,-8.807,1,0.105,0.289,0.0,0.189,0.666,98.017,4,acoustic,2,1.0,2
77,145,145,357,3IORLAm07yxo4T7B8cRET3,Jason Mraz,Look For The Good,Look For The Good (Single Version),21,239697,False,0.71,0.615,0,-8.23,1,0.133,0.0384,0.0,0.283,0.746,90.263,4,acoustic,2,1.0,2
78,146,146,868,25fcj6d2W1l8DQL11Czdzb,Brandi Carlile;Sam Smith,Party of One (feat. Sam Smith),Party of One (feat. Sam Smith),56,259558,False,0.354,0.206,0,-11.799,1,0.0365,0.779,0.00021,0.0959,0.202,139.056,4,acoustic,0,0.0,1
79,147,147,798,1Cu8QneXq0Hq1HJqkZDPbN,Brandi Carlile,In These Silent Days,This Time Tomorrow,60,206267,False,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4,acoustic,1,0.0,1
80,149,149,631,2vfvPpkSwFwsuppSHbLCoR,JJ Heller,Ordinary Days,Ordinary Days,51,248386,False,0.477,0.34,0,-11.666,1,0.0319,0.849,0.000488,0.0992,0.261,173.86,4,acoustic,0,1.0,1
81,150,150,118,05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,I Won't Give Up,66,240165,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3,acoustic,0,0.0,1
82,153,153,81,5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,Break Up Songs,The House We Never Built,0,195213,False,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4,acoustic,0,1.0,1
83,155,155,587,6wAT9x3dx1N99gXXvds56Q,Drei Rana,Last Christmas,Last Christmas,29,230915,False,0.686,0.285,5,-10.912,1,0.0291,0.689,0.0,0.129,0.672,103.995,4,acoustic,2,0.0,2
84,156,156,797,1NByMwpOZY69Mmy4l7jYRF,Frank Turner,The Gathering,The Gathering,27,159019,True,0.424,0.942,7,-3.338,1,0.118,0.0025,1.14e-06,0.23,0.447,143.671,4,acoustic,1,2.0,1
85,158,158,290,0Kt5AHOpQAkEsHAuPeB0le,Allman Brown;Liz Lawrence,1000 Years,Sons and Daughters,50,216052,False,0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,4,acoustic,0,1.0,1
86,160,160,227,5e9DrLUUZraUE7mmniufjn,Zack Tabudlo,Episode,Heart Can’t Lose,55,240952,False,0.647,0.567,1,-8.971,1,0.0328,0.0318,0.0,0.133,0.374,125.871,4,acoustic,1,1.0,1
87,162,162,946,3ZoefygM1VYbvEYXXRNAY2,Violent Femmes,Add It Up (1981-1993),"Dance, Motherfucker, Dance!",27,197266,True,0.308,0.854,4,-8.006,1,0.0494,0.0593,0.00718,0.903,0.689,193.395,4,acoustic,2,2.0,0
88,166,166,155,0gVbkmFqq5fIkXtJJ3UTfM,Boyce Avenue;Rachel Grae,Let It Go,Let It Go,51,255688,False,0.599,0.349,1,-9.269,1,0.0301,0.819,0.0,0.112,0.444,147.913,4,acoustic,1,1.0,1
89,168,168,482,24M6MHeugm1sHHNzCP5eV4,Suy Galvez,Bossa Best,Baby Now That I Found You,30,244813,False,0.707,0.531,2,-7.21,1,0.0245,0.855,0.000182,0.175,0.49,107.994,4,acoustic,1,1.0,2
90,170,170,949,3Z9P9XOLlISMK0MooS8gsN,Get Dead,Honesty Lives Elsewhere,She's a Problem,25,152053,False,0.484,0.953,1,-3.557,1,0.0927,0.000165,0.00155,0.0658,0.667,97.429,4,acoustic,2,2.0,1
91,171,171,334,6jI7y83WjuyBne9b3IvdSs,Andrew Belle,The Ladder,Make It Without You,49,272612,False,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663,4,acoustic,0,0.0,1
92,175,175,728,3NxSIxMnq9tDmQtoyHQqte,Luther Allison,Serious,Life Is A Bitch,41,219640,False,0.594,0.744,6,-10.096,0,0.0304,0.648,0.00305,0.261,0.778,102.344,4,acoustic,2,2.0,1
93,176,176,79,7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Know.,Have It All,65,226106,False,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,4,acoustic,1,1.0,1
94,179,179,342,2gJ3ZOaiWr3jGHwevufOxr,Brett Dennen,So Much More (Special Edition),Ain't No Reason,57,220306,False,0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,146.06,4,acoustic,1,1.0,1
95,180,180,711,3YllcvA3PW1DUwjckCVjIw,Ray LaMontagne,MONOVISION,I Was Born To Love You,60,251933,False,0.659,0.236,9,-12.56,1,0.0304,0.84,6.32e-05,0.206,0.216,78.088,4,acoustic,0,0.0,1
96,186,186,477,37bc0lXXN8Udi7IPwL58Hn,Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",Time After Time,60,222250,False,0.313,0.321,8,-8.713,1,0.0352,0.746,0.0,0.0948,0.243,53.845,4,acoustic,0,0.0,0
97,187,187,404,7zCuUs0JXXPIH7GA8tWwii,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",When I Was Your Man,52,218472,False,0.403,0.237,7,-10.001,1,0.0391,0.906,0.0,0.111,0.163,144.174,4,acoustic,0,0.0,1
98,191,191,291,07m8PuXxxv5J4qPEDq6ZkK,Ben Rector,Brand New,Brand New,65,243933,False,0.555,0.934,9,-5.04,1,0.113,0.00268,0.0,0.122,0.422,144.874,4,acoustic,1,2.0,1
99,192,192,131,6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,acoustic,1,2.0,1
100,195,195,326,5P6ZBMWS66FVo6deJaDdHy,The Civil Wars,The Civil Wars,Dust to Dust,49,229653,False,0.747,0.265,1,-14.141,1,0.0354,0.745,0.0169,0.11,0.2,138.017,4,acoustic,0,0.0,2
101,196,196,144,5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,255047,False,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,4,acoustic,1,1.0,2
102,197,197,423,5CijCh8uOTWZO9DQpYwAXw,Parachute,Losing Sleep,The Mess I Made,49,230613,False,0.423,0.572,6,-5.109,1,0.0347,0.0158,0.0,0.231,0.17,165.394,4,acoustic,0,1.0,1
103,200,200,164,78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,Say Something,58,229400,False,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,3,acoustic,0,0.0,1
104,201,201,193,4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,No More Doubt,Out of My League,67,218800,False,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,91.921,3,acoustic,1,0.0,1
105,202,202,140,2pelUnMKr07JjJpilj9Yew,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,191889,False,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,4,acoustic,1,2.0,1
106,203,203,6,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,0,0.0,1
107,204,204,745,74ooA3upXyi3AUg9Ndz2Ck,Frank Turner,FTHC (Deluxe),Non Serviam,27,119946,True,0.455,0.961,4,-4.527,0,0.0824,1.09e-05,0.0131,0.357,0.417,95.069,4,acoustic,1,2.0,1
108,206,206,73,2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,acoustic,1,1.0,1
109,208,208,145,73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,False,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,4,acoustic,2,2.0,1
110,209,209,234,1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,306200,False,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic,1,0.0,1
111,211,211,990,1VdQTD2rFIYWpFngckkmSS,Dan Andriano in the Emergency Room,"Of Peace, Quiet and Monsters","Of Peace, Quiet And Monsters",25,261000,False,0.479,0.285,1,-12.619,0,0.0327,0.942,0.0437,0.111,0.618,104.933,4,acoustic,1,0.0,1
